Title,maybe geolocated,type,By,Latitude,Longitude,Well #,County,Reference URL,CONTENTdm number
Colorado 1954 water levels (folder 1 of 2) - Page 90,y,observation well data sheet,Lucas,40.1145769,-104.0646458,B2-60-26dd,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12230,12230
Colorado 1954 water levels (folder 1 of 2) - Page 91,y,observation well data sheet,Lucas,40.1694951,-104.0995145,B2-60-4ddd,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12231,12231
Colorado 1954 water levels (folder 1 of 2) - Page 92,y,observation well data sheet,Lucas,40.2101466,-104.0931416,B3-60-22cc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12232,12232
Colorado 1954 water levels (folder 1 of 2) - Page 93,y,observation well data sheet,Lucas,40.1872339,-104.1294909,B3-60-32cba,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12233,12233
Colorado 1954 water levels (folder 1 of 2) - Page 94,y,observation well data sheet,Lucas,40.2248931,-104.0479946,B3-60-13cd,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12234,12234
Colorado 1954 water levels (folder 1 of 2) - Page 95,y,observation well data sheet,Lucas,40.253001,-104.1008663,B3-60-4dc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12235,12235
Colorado 1954 water levels (folder 1 of 2) - Page 96,y,observation well data sheet,Lucas,40.3272722,-104.1028239,B4-60-9ab1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12236,12236
Colorado 1954 water levels (folder 1 of 2) - Page 97,y,observation well data sheet,Lucas,40.3205693,-104.0525436,B4-60-12cc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12237,12237
Colorado 1954 water levels (folder 1 of 2) - Page 98,y,observation well data sheet,Lucas,40.2938316,-104.0667486,B4-60-23cd1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12238,12238
Colorado 1954 water levels (folder 1 of 2) - Page 99,y,observation well data sheet,Lucas,40.3447125,-104.0578651,B4-60-2aa1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12239,12239
Colorado 1954 water levels (folder 1 of 2) - Page 100,y,observation well data sheet,Lucas,40.2433054,-103.9633656,B3-59-10ad1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12240,12240
Colorado 1954 water levels (folder 1 of 2) - Page 101,y,observation well data sheet,Lucas,40.2734357,-104.0319014,B4-59-31bc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12241,12241
Colorado 1954 water levels (folder 1 of 2) - Page 102,y,observation well data sheet,Lucas,40.2656752,-103.937788,B4-59-36cc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12242,12242
Colorado 1954 water levels (folder 1 of 2) - Page 103,y,observation well data sheet,Lucas,40.347558,-103.9688587,B5-59-34dc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12243,12243
Colorado 1954 water levels (folder 1 of 2) - Page 104,y,observation well data sheet,Lucas,40.2425192,-103.8435459,B3-58-11bc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12244,12244
Colorado 1954 water levels (folder 1 of 2) - Page 105,y,observation well data sheet,Lucas,40.2398003,-103.9005375,B3-58-8cb,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12245,12245
Colorado 1954 water levels (folder 1 of 2) - Page 106,y,observation well data sheet,Lucas,40.306989,-103.910408,B4-58-18dc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12246,12246
Colorado 1954 water levels (folder 1 of 2) - Page 107,y,observation well data sheet,Lucas,40.2991014,-103.919034,B54-58-19bc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12247,12247
Colorado 1954 water levels (folder 1 of 2) - Page 108,y,observation well data sheet,Lucas,40.1166773,-103.7772846,B2-57-29ad1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12248,12248
Colorado 1954 water levels (folder 1 of 2) - Page 109,y,observation well data sheet,Lucas,40.2352466,-103.80548,B3-57-7cc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12249,12249
Colorado 1954 water levels (folder 1 of 2) - Page 110,y,observation well data sheet,Lucas,40.0825372,-103.5918474,B1-56-1dc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12250,12250
Colorado 1954 water levels (folder 1 of 2) - Page 111,y,observation well data sheet,Lucas,40.0535046,-103.5911179,B1-56-13cc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12251,12251
Colorado 1954 water levels (folder 1 of 2) - Page 112,y,observation well data sheet,Lucas,40.1425336,-103.5897446,B2-56-13aa2,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12252,12252
Colorado 1954 water levels (folder 1 of 2) - Page 113,y,observation well data sheet,Lucas,40.1195653,-103.5881996,B2-56-24dd2,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12253,12253
Colorado 1954 water levels (folder 1 of 2) - Page 114,y,observation well data sheet,Lucas,40.2373597,-103.6940932,B3-56-7cb,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12254,12254
Colorado 1954 water levels (folder 1 of 2) - Page 115,y,observation well data sheet,Lucas,40.2911474,-103.608799,B4-56-23dc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12255,12255
Colorado 1954 water levels (folder 1 of 2) - Page 116,y,observation well data sheet,Lucas,40.0125621,-103.5811615,B1-55-31dac,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12256,12256
Colorado 1954 water levels (folder 1 of 2) - Page 117,y,observation well data sheet,Lucas,40.0607311,-103.5834789,B1-55-18bcc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12257,12257
Colorado 1954 water levels (folder 1 of 2) - Page 118,y,observation well data sheet,Lucas,40.1148394,-103.5812473,B2-55-30bc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12258,12258
Colorado 1954 water levels (folder 1 of 2) - Page 119,y,observation well data sheet,Lucas,40.3175589,-103.5318089,B4-55-9dcc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12259,12259
Colorado 1954 water levels (folder 1 of 2) - Page 120,y,observation well data sheet,Lucas,40.3467404,-103.4838295,B5-55-35dd,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12260,12260
Colorado 1954 water levels (folder 1 of 2) - Page 122,y,observation well data sheet,Lucas,38.0184125,-103.4802246,C23-54-29db,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12262,12262
Colorado 1954 water levels (folder 1 of 2) - Page 123,y,observation well data sheet,Lucas,38.1354342,-104.0361071,C22-59-17bd,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12263,12263
Colorado 1954 water levels (folder 1 of 2) - Page 124,y,observation well data sheet,Lucas,38.1180482,-103.9640951,C22-59-24bc,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12264,12264
Colorado 1954 water levels (folder 1 of 2) - Page 125,y,observation well data sheet,Lucas,38.11958,-103.9032,C22-58-21bd,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12265,12265
Colorado 1954 water levels (folder 1 of 2) - Page 126,y,observation well data sheet,Lucas,38.0618108,-103.7295628,C23-57-12daa,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12266,12266
Colorado 1954 water levels (folder 1 of 2) - Page 127,y,observation well data sheet,Lucas,38.1280077,-104.0572643,C22-59-18ccc,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12267,12267
Colorado 1954 water levels (folder 1 of 2) - Page 128,y,observation well data sheet,Lucas,38.1059262,-104.0394545,C22-59-29cbb,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12268,12268
Colorado 1954 water levels (folder 1 of 2) - Page 129,y,observation well data sheet,Lucas,38.1278051,-104.0125465,C22-59-16dcc,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12269,12269
Colorado 1954 water levels (folder 1 of 2) - Page 130,y,observation well data sheet,Lucas,38.1030896,-103.834641,C22-57-30cb,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12270,12270
Colorado 1954 water levels (folder 1 of 2) - Page 131,y,observation well data sheet,Lucas,38.0366335,-103.452673,C23-54-22ba,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12271,12271
Colorado 1954 water levels (folder 1 of 2) - Page 132,y,observation well data sheet,Lucas,38.0338956,-103.4704399,C23-54-21cb,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12272,12272
Colorado 1954 water levels (folder 1 of 2) - Page 133,y,observation well data sheet,Lucas,38.0012016,-103.5212946,C23-55-36bc,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12273,12273
Colorado 1954 water levels (folder 1 of 2) - Page 134,y,observation well data sheet,Lucas,38.0216582,-103.4504843,C23-54-27bd1,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12274,12274
Colorado 1954 water levels (folder 1 of 2) - Page 135,y,observation well data sheet,Lucas,38.1281427,-104.0395832,C22-59-17ccc,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12275,12275
Colorado 1954 water levels (folder 1 of 2) - Page 138,y,observation well data sheet,Lucas,38.2375228,-104.5479584,C21-64-10bbc,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12278,12278
Colorado 1954 water levels (folder 1 of 2) - Page 139,y,observation well data sheet,Lucas,38.2465728,-104.5379591,C21-64-3dbd,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12279,12279
Colorado 1954 water levels (folder 1 of 2) - Page 140,y,observation well data sheet,Lucas,38.2623108,-104.4001579,C20-63-36ca,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12280,12280
Colorado 1954 water levels (folder 1 of 2) - Page 141,y,observation well data sheet,Lucas,38.2693867,-104.4464207,C20-63-33aa,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12281,12281
Colorado 1954 water levels (folder 1 of 2) - Page 142,y,observation well data sheet,Lucas,38.2445169,-104.4271946,C21-63-3da,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12282,12282
Colorado 1954 water levels (folder 1 of 2) - Page 143,y,observation well data sheet,Lucas,38.2269209,-104.4191265,C21-63-11cdc,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12283,12283
Colorado 1954 water levels (folder 1 of 2) - Page 144,y,observation well data sheet,Lucas,38.2271232,-104.4516563,C21-63-9dc,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12284,12284
Colorado 1954 water levels (folder 1 of 2) - Page 145,y,observation well data sheet,Lucas,38.2309326,-104.4725132,C21-63-8ca,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12285,12285
Colorado 1954 water levels (folder 1 of 2) - Page 146,y,observation well data sheet,Lucas,38.2364132,-104.3405593,C21-62-9cd2,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12286,12286
Colorado 1954 water levels (folder 1 of 2) - Page 147,y,observation well data sheet,Lucas,38.252571,-104.3215044,C21-62-3bb,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12287,12287
Colorado 1954 water levels (folder 1 of 2) - Page 148,y,observation well data sheet,Lucas,38.2062669,-104.1938023,C21-61-23bb2,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12288,12288
Colorado 1954 water levels (folder 1 of 2) - Page 149,y,observation well data sheet,Lucas,38.2062669,-104.1938023,C21-61-23db,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12289,12289
Colorado 1954 water levels (folder 1 of 2) - Page 150,y,observation well data sheet,Lucas,38.2368409,-104.2479517,C21-61-8aa,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12290,12290
Colorado 1954 water levels (folder 1 of 2) - Page 151,y,observation well data sheet,Lucas,38.1342226,-104.0678754,C22-60-13bc,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12291,12291
Colorado 1954 water levels (folder 1 of 2) - Page 153,y,observation well data sheet,Lucas,40.9673911,-102.3930502,B11-45-5ba,Sedgwick,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12293,12293
Colorado 1954 water levels (folder 1 of 2) - Page 154,y,observation well data sheet,Lucas,40.9275213,-102.5238991,B11-46-18db,Sedgwick,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12294,12294
Colorado 1954 water levels (folder 1 of 2) - Page 155,y,observation well data sheet,Lucas,40.9068314,-102.6100731,B11-47-28bb,Sedgwick,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12295,12295
Colorado 1954 water levels (folder 1 of 2) - Page 156,y,observation well data sheet,Lucas,40.9919816,-102.2457218,B12-44-27bc1,Sedgwick,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12296,12296
Colorado 1954 water levels (folder 1 of 2) - Page 157,y,observation well data sheet,Lucas,40.983397,-102.2967052,B12-44-31ba1,Sedgwick,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12297,12297
Colorado 1954 water levels (folder 1 of 2) - Page 159,y,observation well data sheet,Lucas,40.3824148,-103.4169245,B5-54-21ca1,Washington,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12299,12299
Colorado 1954 water levels (folder 1 of 2) - Page 160,y,observation well data sheet,Lucas,39.9510036,-103.5482883,C1-55-21bd1,Washington,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12300,12300
Colorado 1954 water levels (folder 1 of 2) - Page 161,y,observation well data sheet,Lucas,40.369599,-103.4585094,B5-54-30cb1,Washington,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12301,12301
Colorado 1954 water levels (folder 1 of 2) - Page 163,y,observation well data sheet,Lucas,40.4761378,-104.8642445,B6-67-23bb1,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12303,12303
Colorado 1954 water levels (folder 1 of 2) - Page 164,y,observation well data sheet,Lucas,40.4869096,-104.9138546,B6-67-17dc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12304,12304
Colorado 1954 water levels (folder 1 of 2) - Page 165,y,observation well data sheet,Lucas,40.5058378,-104.8453617,B6-67-12bb,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12305,12305
Colorado 1954 water levels (folder 1 of 2) - Page 166,y,observation well data sheet,Lucas,39.99869,-104.8184967,B1-66-31dcd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12306,12306
Colorado 1954 water levels (folder 1 of 2) - Page 167,y,observation well data sheet,Lucas,40.0656412,-104.8201467,B1-66-7dd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12307,12307
Garfield - Page 1,y,observation well data sheet,Lucas,39.4186064,-107.2465556,C7-88-29ab,Garfield,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12408,12408
Garfield - Page 2,y,observation well data sheet,Lucas,39.4186064,-107.2465556,C7-88-29ab,Garfield,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12409,12409
Garfield,y,observation well data sheet,Lucas,39.4186064,-107.2465556,C7-88-29ab,Garfield,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12410,12410
"Water levels, 1-2 - Page 60",y,water level measurements,Lucas,39.9496876,-104.3127823,"C1-62-22dac, C1-62-34cd",Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12627,12627
"Water levels, 1-2 - Page 62",y,water level measurements,Lucas,39.9580435,-104.12889,"C1-60-17dcc, C1-6029cbd",Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12629,12629
"Water levels, 1-2 - Page 63",y,water level measurements,Lucas,39.8550698,-104.1563988,"C2-60-19bcc, C1-60-4ccc",Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12630,12630
"Water levels, 1-2 - Page 64",y,water level measurements,Lucas,40.0308348,-104.0752888,"B1-60-26ccc, B1-60-23bcc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12631,12631
"Water levels, 1-2 - Page 65",y,water level measurements,Lucas,40.1145769,-104.0646458,"B2-60-26dd, B2-60-13dd",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12632,12632
"Water levels, 1-2 - Page 66",y,water level measurements,Lucas,40.1872339,-104.1294909,"B3-60-32cba, B2-60-4ddd",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12633,12633
"Water levels, 1-2 - Page 67",y,water level measurements,Lucas,40.2101466,-104.0931416,"B3-60-22ccc, B3-60-3ccc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12634,12634
"Water levels, 1-2 - Page 68",y,water level measurements,Lucas,40.2713402,-104.0841293,"B4-60-34cc, B4-60-34dcc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12635,12635
"Water levels, 1-2 - Page 69",y,water level measurements,Lucas,40.2248931,-104.0479946,"B3-60-13cd, B1-60-12cc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12636,12636
"Water levels, 1-2 - Page 70",y,water level measurements,Lucas,40.2396596,-103.8966082,"B3-58-8bcc, B3-58-11bb",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12637,12637
"Water levels, 1-2 - Page 71",y,water level measurements,Lucas,40.2352466,-103.80548,"B3-57-7cc, B3-57-30bbc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12638,12638
"Water levels, 1-2 - Page 72",y,water level measurements,Lucas,40.2373597,-103.6940932,B3-56-7ccb,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12639,12639
"Water levels, 1-2 - Page 73",y,water level measurements,Lucas,40.2157834,-103.6000013,"B3-56-24bb, B2-56-1ddd",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12640,12640
"Water levels, 1-2 - Page 74",y,water level measurements,Lucas,40.1425336,-103.5897446,"B2-56-13aaa, 2-55-19",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12641,12641
"Water levels, 1-2 - Page 75",y,water level measurements,Lucas,40.1195653,-103.5881996,"B2-56-24aaa, B2-55-30bcc2",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12642,12642
"Water levels, 1-2 - Page 76",y,water level measurements,Lucas,40.0825372,-103.5918474,"B1-56-1dcc, B1-55-18bcc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12643,12643
"Water levels, 1-2 - Page 77",y,water level measurements,Lucas,40.0125621,-103.5811615,B1-55-31dac,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12644,12644
"Water levels, 1-2 - Page 79",y,water level measurements,Lucas,40.2911474,-103.608799,"B4-56-23dc, 4-56-24",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12646,12646
"Water levels, 1-2 - Page 80",y,water level measurements,Lucas,40.3097053,-103.5737801,"B4-55-18ccd, B4-55-9dcc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12647,12647
"Water levels, 1-2 - Page 81",y,water level measurements,Lucas,40.3386284,-103.5352421,"B4-55-4db, B5-55-35ddc",Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12648,12648
"Water levels, 1-2 - Page 82",y,water level measurements,Lucas,40.3838205,-103.4327602,B5-54-20bcc,Washington,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12649,12649
"Water levels, 1-2 - Page 84",y,water level measurements,Lucas,40.5254784,-103.3052158,"B7-53-33aaa, 7-53-21",Logan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12651,12651
"Water levels, 1-2 - Page 85",y,water level measurements,Lucas,40.5880808,-103.3688164,"B7-54-12cbb, 7-53-14",Logan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12652,12652
"Water levels, 1-2 - Page 86",y,water level measurements,Lucas,40.5657854,-103.2756042,"B7-53-23bbb, B7-53-26ab",Logan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12653,12653
"Water levels, 1-2 - Page 87",y,water level measurements,Lucas,40.5846262,-103.2371521,B7-52-7acc,Logan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12654,12654
"Water levels, 1-2 - Page 88",y,water level measurements,Lucas,40.6783273,-103.172071,"B8-52-10acc, B8-52-17cbb",Logan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12655,12655
"Water levels, 1-2 - Page 90",y,water level measurements,Lucas,40.4068627,-105.0241899,"B5-68-17abb, B4-67-13cd",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12657,12657
"Water levels, 1-2 - Page 93",y,water level measurements,Lucas,40.3558441,-104.5168862,"B5-64-35ddd, B4-64-1ccc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12660,12660
"Water levels, 1-2 - Page 94",y,water level measurements,Lucas,40.3209619,-104.5287323,"B4-64-10ddd, B4-64-12cc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12661,12661
"Water levels, 1-2 - Page 95",y,water level measurements,Lucas,40.2253145,-104.5749494,B3-64-17cc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12662,12662
"Water levels, 1-2 - Page 96",y,water level measurements,Lucas,40.1962632,-104.5935672,B3-64-30ccc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12663,12663
"Water levels, 1-2 - Page 97",y,water level measurements,Lucas,40.108866,-104.5987701,"B2-64-30cbc, B1-65-12ccc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12664,12664
"Water levels, 1-2 - Page 98",y,water level measurements,Lucas,40.0514104,-104.5934976,"B1-64-18bbd, B1-65-24cdc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12665,12665
"Water levels, 1-2 - Page 99",y,water level measurements,Lucas,40.0147314,-104.615078,"B1-65-25cd, C1-65-11cd",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12666,12666
"Water levels, 1-2 - Page 100",y,water level measurements,Lucas,39.9046666,-104.6313,"C2-65-2bdd, C2-65-16dcd",Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12667,12667
"Water levels, 1-2 - Page 101",y,water level measurements,Lucas,39.8754595,-104.6276093,"C2-65-14dcb, C2-65-23dab",Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12668,12668
"Water levels, 1-2 - Page 102",y,water level measurements,Lucas,39.8452515,-104.6259785,"C2-65-26dba, C2-65-35dbb",Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12669,12669
"Water levels, 1-2 - Page 103",y,water level measurements,Lucas,39.8327296,-104.6272659,C2-65-35dcd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12670,12670
"Water levels, 1-2 - Page 104",y,water level measurements,Lucas,39.7722627,-104.6254206,"C3-65-23ddd, C3-65-23aa1",Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12671,12671
"Water levels, 1-2 - Page 107",y,water level measurements,Lucas,38.2375228,-104.5479584,"C21-64-10bbc, C21-64-3dbd",Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12674,12674
"Water levels, 1-2 - Page 108",y,water level measurements,Lucas,38.2309326,-104.4725132,"C21-63-8ca, 21-63-10",Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12675,12675
"Water levels, 1-2 - Page 109",y,water level measurements,Lucas,38.2504544,-104.4140636,"C21-63-2cab, C21-63-11cdc",Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12676,12676
"Water levels, 1-2 - Page 110",y,water level measurements,Lucas,38.2364132,-104.3405593,C21-62-9cd,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12677,12677
"Water levels, 1-2 - Page 112",y,water level measurements,Lucas,38.1278051,-104.0125465,"C22-59-16dcc, C23-57-4ab",Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12679,12679
"Water levels, 1-2 - Page 113",y,water level measurements,Lucas,38.1354342,-104.0361071,"C22-59-17bd, C22-59-17ccc",Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12680,12680
"Water levels, 1-2 - Page 114",y,water level measurements,Lucas,38.1280077,-104.0572643,"C22-59-18ccc, C22-59-29cbb",Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12681,12681
"Water levels, 1-2 - Page 115",y,water level measurements,Lucas,38.1278051,-104.0125465,"C22-59-16dca, C22-59-24bc",Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12682,12682
"Water levels, 1-2 - Page 116",y,water level measurements,Lucas,38.11958,-103.9032,"C22-58-21bd, 22-57-32",Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12683,12683
"Water levels, 1-2 - Page 117",y,water level measurements,Lucas,38.0764224,-103.7752196,"C23-57-3bc, C23-57-12daa",Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12684,12684
"Water levels, 1-2 - Page 118",y,water level measurements,Lucas,38.2639956,-104.4335461,C20-63-34bcd,Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12685,12685
